Time (s),r1,r2,r3,t1,t2,t3
0.033411318226120854,-0.02639334342982722,-2.987139089820724,0.02116782492012639,0.25075586229418634,0.031227056596213214,0.6951992690263996
0.06682263645224171,-0.02639334342982722,-2.987139089820724,0.02116782492012639,0.25075586229418634,0.031227056596213214,0.6951992690263996
0.10023395467836257,-0.02639334342982722,-2.987139089820724,0.02116782492012639,0.25075586229418634,0.031227056596213214,0.6951992690263996
0.13364527290448341,-0.0309234840650725,-2.9841124247700472,0.004727182958591543,0.25102397227159007,0.031210661958263407,0.6959549729865638
0.16705659113060428,-0.023180953797719586,-3.001517535551042,0.019605815091220873,0.2503514665188391,0.03125099378941565,0.694209931568528
0.20046790935672515,-0.0309234840650725,-2.9841124247700472,0.004727182958591543,0.25102397227159007,0.031210661958263407,0.6959549729865638
0.233879227582846,-0.0309234840650725,-2.9841124247700472,0.004727182958591543,0.25102397227159007,0.031210661958263407,0.6959549729865638
0.26729054580896683,-0.023180953797719586,-3.001517535551042,0.019605815091220873,0.2503514665188391,0.03125099378941565,0.694209931568528
0.3007018640350877,-0.02639334342982722,-2.987139089820724,0.02116782492012639,0.25075586229418634,0.031227056596213214,0.6951992690263996
0.33411318226120856,-0.02639334342982722,-2.987139089820724,0.02116782492012639,0.25075586229418634,0.031227056596213214,0.6951992690263996
0.36752450048732943,-0.02639334342982722,-2.987139089820724,0.02116782492012639,0.25075586229418634,0.031227056596213214,0.6951992690263996
0.4009358187134503,-0.02639334342982722,-2.987139089820724,0.02116782492012639,0.25075586229418634,0.031227056596213214,0.6951992690263996
0.4343471369395711,-0.02639334342982722,-2.987139089820724,0.02116782492012639,0.25075586229418634,0.031227056596213214,0.6951992690263996
0.467758455165692,-0.02639334342982722,-2.987139089820724,0.02116782492012639,0.25075586229418634,0.031227056596213214,0.6951992690263996
0.5011697733918128,-0.023180953797719586,-3.001517535551042,0.019605815091220873,0.2503514665188391,0.03125099378941565,0.694209931568528
0.5345810916179337,-0.026791938093925004,-2.979627783261223,0.011145959851388266,0.25057350106946075,0.031224580856741402,0.6949205162535272
0.5679924098440545,-0.026791938093925004,-2.979627783261223,0.011145959851388266,0.25057350106946075,0.031224580856741402,0.6949205162535272
0.6014037280701754,-0.02639334342982722,-2.987139089820724,0.02116782492012639,0.25075586229418634,0.031227056596213214,0.6951992690263996
0.6348150462962963,-0.0309234840650725,-2.9841124247700472,0.004727182958591543,0.25102397227159007,0.031210661958263407,0.6959549729865638
0.6682263645224171,-0.0309234840650725,-2.9841124247700472,0.004727182958591543,0.25102397227159007,0.031210661958263407,0.6959549729865638
0.701637682748538,-0.0309234840650725,-2.9841124247700472,0.004727182958591543,0.25102397227159007,0.031210661958263407,0.6959549729865638
0.7350490009746589,-0.02639334342982722,-2.987139089820724,0.02116782492012639,0.25075586229418634,0.031227056596213214,0.6951992690263996
